commit: da0fa86292e1b6a5b6e1389067b9d1f1d3939ddc
date: 2024-02-15 09:00:45
version: 3.0.3
built on: Thu Feb 15 00:33:24 2024 UTC
options: bn(64,64)
compiler: gcc -fPIC -pthread -m64 -Wa,--noexecstack -Wall -O3 -DPEDANTIC -pedantic -Wno-long-long -DUNUSEDRESULT_DEBUG -Wall -Wmissing-declarations -Wextra -Wno-unused-parameter -Wno-missing-field-initializers -Wswitch -Wsign-compare -Wshadow -Wformat -Wtype-limits -Wundef -Werror -Wmissing-prototypes -Wstrict-prototypes -DOPENSSL_USE_NODELETE -DL_ENDIAN -DOPENSSL_PIC -DOPENSSL_BUILDING_OPENSSL -DNDEBUG 
CPUINFO: OPENSSL_ia32cap=0xfffa32035f8bffff:0xd01e4fbb

paillier type           a            b   encrypt(b)/s   decrypt(b)/s   add(a,b)/s   sub(a,b)/s   mul(a,b)/s
paillier_512            9           10          830.6          813.7     160566.9      2603.7      52084.6
paillier_512            9       100000          823.2          809.5     162368.4      2599.2      52259.6
paillier_512            9    100000000          841.6          827.6     162932.9      2582.1      51816.2
paillier_512            9          -10          818.6          828.0     164519.1      2661.7      52988.0
paillier_512            9      -100000          829.1          820.7     160434.3      2655.0      52140.9
paillier_512            9   -100000000          813.3          832.5     165952.7      2666.9      52386.2
paillier_1024           9           10          114.0          114.9      53309.6      1068.5      18485.4
paillier_1024           9       100000          113.8          113.6      54411.3      1095.1      18647.1
paillier_1024           9    100000000          115.1          114.5      53301.1      1082.9      18712.5
paillier_1024           9          -10          116.9          117.1      54692.8      1100.1      18781.2
paillier_1024           9      -100000          114.7          113.3      53130.0      1093.8      19025.9
paillier_1024           9   -100000000          114.6          115.2      52904.7      1081.6      18414.8
paillier_2048           9           10           14.8           14.8      14583.8       360.1       5341.4
paillier_2048           9       100000           14.7           14.6      15382.3       363.6       5370.1
paillier_2048           9    100000000           14.7           14.7      15667.7       358.5       5336.4
paillier_2048           9          -10           14.8           14.7      15628.9       361.8       5344.0
paillier_2048           9      -100000           14.6           14.6      15468.0       363.1       5278.4
paillier_2048           9   -100000000           14.6           14.8      15474.7       364.4       5363.7
paillier_3072           9           10            4.5            4.5       7344.2       180.8       2247.6
paillier_3072           9       100000            4.5            4.5       7538.5       169.5       2180.7
paillier_3072           9    100000000            4.4            4.5       7493.2       177.4       2243.4
paillier_3072           9          -10            4.6            4.5       7382.1       179.8       2225.5
paillier_3072           9      -100000            4.5            4.4       7323.6       184.2       2267.7
paillier_3072           9   -100000000            4.5            4.4       7382.9       181.7       2248.3
paillier_4096           9           10            1.9            1.9       4497.9       110.3       1438.3
paillier_4096           9       100000            1.9            1.9       4419.4       106.5       1427.5
paillier_4096           9    100000000            1.9            1.9       4315.3       108.8       1457.5
paillier_4096           9          -10            1.9            1.9       4447.8       110.6       1462.8
paillier_4096           9      -100000            1.9            1.9       4391.8       108.1       1462.1
paillier_4096           9   -100000000            1.9            1.9       4372.3       108.3       1434.5
paillier_7680           9           10            0.3            0.3       1339.1        34.3        370.2
paillier_7680           9       100000            0.3            0.3       1384.6        35.2        376.7
paillier_7680           9    100000000            0.3            0.3       1367.8        34.4        376.4
paillier_7680           9          -10            0.3            0.3       1356.2        34.1        371.2
paillier_7680           9      -100000            0.3            0.3       1358.7        34.6        369.1
paillier_7680           9   -100000000            0.3            0.3       1359.2        35.1        372.6
